district,size_sqm,rooms,year_built,floor,balcony,rooftop_terrace,elevator,energy_class,distance_to_U_Sbahn_m,monthly_rent_eur
Wedding,36.5,1,,1,0,0,1,3,275,555
Westend,101.3,2,1955,0,1,0,0,7,147,1244
Schöneberg,111.8,3,1955,3,1,0,0,7,793,1232
Friedrichshain,48.2,2,1894,5,1,0,0,6,62,866
Lichtenberg,50.5,1,2018,0,0,0,1,6,387,784
Charlottenburg,83.2,2,1955,4,1,0,0,5,181,1182
Schöneberg,25.6,1,2001,4,1,0,1,4,170,453
Wedding,30.9,1,1955,1,0,0,0,5,722,354
Westend,58.1,2,1955,,1,0,0,3,232,919
Lichtenberg,120.8,3,2001,1,1,0,1,6,389,1698
Friedrichshain,54.6,1,2018,4,1,0,1,,537,1098
Schöneberg,67.7,1,2001,2,0,0,1,4,300,1193
Prenzlauer Berg,102.3,3,1955,,1,0,1,6,729,1747
Prenzlauer Berg,150.0,4,2001,2,0,0,1,7,82,2234
Friedrichshain,51.6,1,2001,0,1,0,1,6,407,962
Friedrichshain,64.6,2,1955,0,1,1,1,5,1046,1196
Charlottenburg,134.7,3,2001,2,1,0,1,7,382,2155
Charlottenburg,35.4,1,1955,2,0,0,1,1,47,722
Prenzlauer Berg,98.0,2,2001,5,1,0,1,6,417,1607
Westend,,,2018,3,,0,1,5,815,662
Westend,67.7,2,2018,,0,0,1,4,215,1112
Prenzlauer Berg,59.0,2,2001,1,1,0,1,8,213,949
Prenzlauer Berg,44.3,1,2001,3,1,0,1,5,497,744
Mitte,43.9,1,2001,2,0,0,1,5,434,846
Schöneberg,72.6,2,1894,4,,0,0,4,309,1210
Charlottenburg,96.8,2,1955,5,0,0,0,8,156,1131
Tiergarten,61.7,1,1894,2,1,0,1,7,196,1148
Prenzlauer Berg,66.8,2,1894,3,1,0,1,2,117,1313
Prenzlauer Berg,81.7,1,2018,5,0,0,1,6,41,1537
Mitte,44.1,1,2018,1,1,0,1,3,674,990
Schöneberg,87.4,2,1955,3,0,0,0,6,516,1158
Schöneberg,90.2,2,1894,1,1,0,1,5,480,1433
Wedding,150.0,3,2001,4,0,0,1,3,474,2392
Westend,55.9,2,1955,4,1,0,0,5,249,747
Westend,54.1,1,2001,0,1,0,1,8,222,702
Charlottenburg,88.4,3,2018,1,1,0,1,5,92,1836
Wedding,90.2,2,1955,0,1,0,1,2,548,1223
Schöneberg,52.5,1,1894,0,1,0,1,8,1468,760
Prenzlauer Berg,55.3,1,1894,0,0,0,0,3,404,999
Westend,80.7,,1894,4,1,0,0,5,605,1365
Charlottenburg,46.7,1,1955,5,1,0,1,5,606,717
Schöneberg,55.2,2,1894,2,1,0,,4,852,925
Wedding,67.4,2,1894,5,0,0,0,4,138,870
Lichtenberg,96.8,2,1894,4,1,0,1,3,63,1272
Lichtenberg,51.0,1,1894,4,1,0,0,2,345,712
Schöneberg,31.1,1,2001,5,0,0,1,5,268,536
Schöneberg,30.2,1,1894,1,1,0,1,7,1385,469
Wedding,39.3,1,2018,3,1,0,0,3,119,673
Charlottenburg,38.4,1,1894,3,0,0,1,6,1036,605
Wedding,61.1,2,1894,3,1,1,0,5,270,843
Prenzlauer Berg,40.4,1,1894,4,0,0,1,2,106,705
Friedrichshain,49.1,2,2001,0,0,0,1,5,908,891
Friedrichshain,47.7,1,1894,4,1,0,0,4,140,828
Wedding,54.5,1,1955,4,1,0,1,6,607,704
Tiergarten,110.3,3,1894,0,1,0,0,5,353,2609
Charlottenburg,84.7,3,2018,2,1,0,1,6,1033,1419
Charlottenburg,65.4,1,,5,1,0,0,8,702,983
Friedrichshain,54.1,1,1955,0,1,0,1,,264,964
Charlottenburg,54.7,1,2018,1,1,0,1,8,911,965
Wedding,74.1,2,1894,4,0,0,1,4,442,982
Tiergarten,82.1,2,1894,1,1,,0,2,316,2087
Wedding,45.2,1,2001,4,0,0,1,4,347,675
Lichtenberg,66.0,2,1894,5,0,0,1,7,624,806
Charlottenburg,28.8,1,1894,2,0,0,,6,253,430
Friedrichshain,70.7,2,1955,2,0,0,1,8,197,893
Westend,88.2,2,1894,2,0,0,0,6,159,1198
Friedrichshain,58.1,2,2018,2,1,0,1,5,400,1162
Charlottenburg,134.4,3,2001,2,1,0,1,7,170,2416
Lichtenberg,45.7,1,1955,3,0,0,0,8,631,372
Lichtenberg,70.9,,1894,5,0,0,1,7,248,779
Wedding,64.1,2,2001,6,0,0,1,5,468,851
Charlottenburg,62.4,2,2001,6,0,0,1,7,730,980
Wedding,62.1,1,1894,0,1,0,1,4,869,903
Wedding,67.8,2,2018,2,1,0,1,7,369,997
Prenzlauer Berg,91.2,2,1955,4,1,0,0,8,34,1223
Westend,112.8,3,2001,3,1,0,1,6,37,1747
Tiergarten,64.9,2,1894,2,1,0,0,4,619,1395
Mitte,90.1,3,1894,1,0,0,1,3,131,2051
Schöneberg,49.1,1,2001,0,1,0,1,8,239,796
Friedrichshain,88.3,2,2001,2,1,0,1,7,685,1535
Friedrichshain,,1,1955,2,0,0,1,6,200,732
Wedding,100.5,3,1894,2,1,0,0,8,92,1131
Lichtenberg,150.0,3,2001,3,0,0,1,5,245,2023
Schöneberg,61.9,1,1894,1,1,0,1,7,537,853
Wedding,27.0,1,1955,1,0,0,0,4,196,311
Lichtenberg,52.2,1,2001,6,1,0,1,4,484,638
Friedrichshain,106.4,3,1894,2,1,0,0,5,96,1881
Prenzlauer Berg,81.1,2,1894,1,1,0,0,5,155,1444
Prenzlauer Berg,71.8,2,1894,3,1,,0,5,248,1174
Friedrichshain,97.3,2,2018,3,1,0,1,7,749,1881
Wedding,78.9,2,1894,3,0,0,0,2,,1186
Prenzlauer Berg,105.8,2,2001,1,0,0,1,6,192,1613
Prenzlauer Berg,93.9,3,2018,5,1,0,1,3,193,1993
Friedrichshain,119.5,3,2001,1,0,0,1,7,484,2177
Friedrichshain,75.0,2,1955,5,0,0,1,4,574,1297
Lichtenberg,93.4,2,1955,2,0,0,0,6,726,1049
Tiergarten,57.5,2,1955,2,1,0,1,6,1145,1149
Mitte,51.1,1,1955,2,1,0,0,5,402,876
Charlottenburg,128.6,3,2018,2,0,0,1,4,172,2485
Prenzlauer Berg,70.9,2,2001,4,1,0,1,2,277,1394
Schöneberg,89.7,2,1955,2,1,0,0,5,138,1464
Prenzlauer Berg,68.3,2,1955,0,0,0,0,4,348,1050
Friedrichshain,51.4,2,2018,3,1,0,0,3,160,1188
Mitte,65.3,2,1894,1,0,0,0,6,723,1028
Wedding,115.4,3,2001,0,1,0,1,4,,1719
Westend,81.2,2,1894,5,0,0,0,4,886,1237
Westend,32.8,1,2001,2,0,0,1,5,560,488
Westend,,1,2001,4,0,0,0,5,524,835
Wedding,132.6,3,1955,1,0,0,1,5,92,1545
Tiergarten,59.7,1,1894,2,,0,1,6,483,1272
Charlottenburg,31.6,1,2001,2,1,,1,6,1128,580
Schöneberg,138.6,4,1955,0,0,0,1,5,224,2027
Charlottenburg,85.4,2,1955,5,0,0,0,5,648,1307
Wedding,63.2,2,1955,1,1,,0,4,67,732
Prenzlauer Berg,56.0,1,1955,3,1,1,1,6,120,888
Wedding,100.2,2,2001,3,1,0,0,5,293,1515
Lichtenberg,52.3,2,1894,2,1,0,0,7,195,591
Schöneberg,102.9,3,1955,3,0,0,,6,158,1480
Lichtenberg,80.7,2,2018,3,1,0,1,6,196,1194
Schöneberg,71.7,2,1894,0,1,0,0,5,445,1203
Lichtenberg,68.9,1,1955,4,1,0,0,8,653,680
Charlottenburg,60.6,2,2001,0,1,0,1,5,473,1183
Prenzlauer Berg,98.8,3,2018,3,0,0,1,5,493,1675
Schöneberg,46.0,1,1955,2,1,0,0,7,303,597
Friedrichshain,34.0,1,2001,3,1,0,1,6,116,667
Prenzlauer Berg,83.1,2,1894,0,1,0,1,5,285,1434
Lichtenberg,,2,1955,4,0,0,0,4,355,1042
Westend,78.8,2,2018,2,0,0,1,4,674,1328
Friedrichshain,76.5,2,2018,0,1,0,1,7,981,1433
Charlottenburg,57.2,1,1955,0,1,0,0,4,418,820
Mitte,89.1,2,1955,3,1,0,1,1,626,1726
Tiergarten,63.8,2,1955,3,1,0,1,1,26,1494
Lichtenberg,53.5,1,1894,3,0,0,0,8,245,592
Prenzlauer Berg,57.4,1,2018,5,1,0,1,5,302,1012
Charlottenburg,145.9,4,,5,1,0,1,5,464,2906
Schöneberg,32.5,1,1955,5,1,0,0,8,997,373
Tiergarten,79.4,2,1894,5,1,0,0,5,400,1637
Charlottenburg,33.2,1,1955,5,1,0,1,7,57,457
Wedding,62.2,1,1894,4,1,0,0,6,497,816
Westend,54.6,1,2001,3,1,0,1,5,230,846
Lichtenberg,28.2,1,1955,3,1,0,0,7,463,306
Westend,75.9,2,1894,3,1,0,0,8,527,1066
Prenzlauer Berg,55.8,2,2001,1,0,0,1,4,53,1030
Wedding,28.1,,2018,4,1,0,1,1,,500
Lichtenberg,90.9,2,1894,3,,0,0,7,298,1080
Wedding,115.4,3,1955,3,1,0,1,5,396,1626
Lichtenberg,118.0,3,1955,5,,0,0,5,169,1360
Wedding,75.0,2,1894,4,0,0,0,4,129,1083
Lichtenberg,66.2,1,1955,5,0,0,1,7,986,605
Friedrichshain,110.6,3,2001,6,1,0,1,6,367,2119
Wedding,127.4,3,1894,4,0,0,0,8,142,1382
Prenzlauer Berg,102.3,3,1894,1,1,1,0,5,200,1723
Schöneberg,44.6,1,2018,1,0,0,0,8,1017,671
Westend,70.5,1,1894,,0,0,0,5,765,982
Lichtenberg,77.5,2,2001,4,1,0,1,6,181,964
Lichtenberg,31.5,1,2001,6,1,0,1,6,118,415
Charlottenburg,78.4,2,2001,6,1,0,1,5,127,1421
Wedding,150.0,4,2001,4,1,0,1,6,709,2159
Wedding,84.0,3,2001,4,0,0,1,4,218,1238
Charlottenburg,117.2,3,2001,6,1,0,1,5,75,2207
Friedrichshain,69.9,2,1955,4,0,0,0,6,205,1126
Tiergarten,63.1,2,1955,0,0,0,1,2,393,1383
Wedding,75.7,2,1955,3,1,0,0,6,286,868
Prenzlauer Berg,46.9,1,,2,1,0,0,4,774,630
Lichtenberg,44.2,1,1894,3,1,1,0,4,397,647
Prenzlauer Berg,107.9,3,1955,3,0,1,1,6,438,1523
Lichtenberg,112.5,3,1955,1,1,0,1,4,600,1363
Prenzlauer Berg,43.7,1,1894,1,1,0,0,8,578,639
Wedding,95.7,3,1894,0,1,0,0,8,204,1210
Friedrichshain,62.8,2,2001,2,0,0,0,5,120,1317
Schöneberg,74.5,2,1955,4,1,0,0,5,373,996
Wedding,78.1,2,2001,4,1,0,1,2,336,1160
Lichtenberg,96.7,3,1955,5,0,0,1,7,399,1011
Wedding,67.2,2,2018,6,1,0,1,4,424,1122
Tiergarten,114.3,3,2001,5,1,0,1,8,936,2031
Charlottenburg,73.6,1,1894,1,1,0,0,8,252,1082
Tiergarten,83.4,2,2018,2,1,0,1,3,437,2319
Friedrichshain,46.6,1,1894,,1,0,0,6,120,742
Westend,150.0,4,,0,1,0,1,5,158,1845
Wedding,78.4,2,2001,1,0,0,1,5,320,1039
Wedding,86.5,2,1955,1,1,0,0,4,138,1072
Lichtenberg,34.2,,1955,0,1,0,0,,504,391
Wedding,46.8,1,1955,5,1,0,0,4,451,575
Wedding,106.6,3,1894,3,1,0,0,7,183,1298
Tiergarten,72.9,2,1894,3,0,0,1,5,267,1754
Mitte,30.2,1,1894,3,0,0,1,6,714,484
Westend,98.5,3,1894,5,0,0,0,8,370,1115
Lichtenberg,52.3,2,2001,1,0,0,1,,1311,688
Tiergarten,114.3,3,1955,2,0,0,0,5,267,2213
Schöneberg,62.8,,1955,1,1,0,0,5,293,922
Westend,70.5,2,2001,3,0,0,1,5,320,1190
Tiergarten,104.2,3,1894,3,0,0,0,5,65,2139
Prenzlauer Berg,45.4,1,1894,4,1,0,0,8,282,563
Lichtenberg,43.7,1,2001,3,1,0,1,,275,626
Westend,60.1,2,2018,1,,0,1,5,537,973
Mitte,90.5,2,1955,3,1,0,1,7,734,1519
Lichtenberg,38.2,1,1894,5,0,0,1,5,249,512
Charlottenburg,33.4,1,2001,4,1,0,1,7,34,499
Lichtenberg,90.4,,2018,4,1,0,1,4,358,1548
Charlottenburg,51.1,1,1955,1,1,0,1,2,136,974
Schöneberg,55.6,1,1894,0,0,0,1,6,382,811
Prenzlauer Berg,30.9,1,1894,1,1,0,0,5,375,508
Charlottenburg,49.5,2,1955,0,0,1,0,8,172,752
Lichtenberg,64.8,1,2018,3,1,0,1,5,360,841
Friedrichshain,94.3,,2001,6,1,0,1,3,78,2070
Friedrichshain,47.7,2,1894,2,1,1,1,5,400,1022
Charlottenburg,126.1,3,2001,4,1,0,1,5,574,2299
Wedding,49.4,1,2001,5,0,0,1,6,466,683
Wedding,49.5,1,1955,4,0,1,0,4,208,648
Lichtenberg,120.2,3,2001,4,1,0,1,5,544,1549
Charlottenburg,70.7,2,1955,4,1,0,0,7,500,932
Prenzlauer Berg,52.1,2,1955,1,,0,1,5,517,805
Friedrichshain,61.1,2,1955,2,0,0,0,6,796,879
Schöneberg,111.7,3,1955,2,1,0,1,4,429,1530
Lichtenberg,116.8,,2018,5,0,0,1,7,123,1539
Wedding,46.9,1,1955,2,1,1,0,4,144,607
Schöneberg,63.9,1,1955,5,1,1,1,6,429,876
Prenzlauer Berg,67.4,1,1955,1,,0,0,4,279,1019
Lichtenberg,43.8,1,1955,1,0,0,0,2,239,582
Prenzlauer Berg,63.6,1,1955,4,,0,0,5,490,915
Friedrichshain,65.1,1,2001,5,,1,1,4,103,1312
Charlottenburg,102.6,3,1955,4,1,0,,7,497,1481
Tiergarten,105.4,2,1955,1,0,,0,4,266,2145
Mitte,57.0,1,2001,,1,0,1,8,408,1124
Tiergarten,59.7,1,1894,1,1,0,0,5,112,1373
Prenzlauer Berg,84.8,2,2001,3,1,1,1,4,511,1561
Westend,51.4,1,1955,2,1,0,0,5,645,704
Charlottenburg,82.3,3,,5,1,0,1,4,1500,1377
Prenzlauer Berg,62.8,1,,6,1,0,1,7,389,936
Lichtenberg,44.1,1,2001,5,0,0,1,,629,647
Wedding,44.3,1,2001,0,1,0,1,7,137,662
Schöneberg,116.0,3,1955,0,1,0,0,2,767,2046
Charlottenburg,61.1,1,1955,2,1,0,0,4,84,915
Lichtenberg,125.3,3,2001,4,1,0,1,3,977,1860
Mitte,52.9,1,1955,4,1,0,0,6,360,855
Charlottenburg,73.0,2,2001,2,1,0,,5,92,1186
Lichtenberg,150.0,4,1955,0,1,0,1,8,244,1344
Schöneberg,42.6,1,2001,2,1,0,1,,625,733
Wedding,30.4,1,1894,4,1,0,,2,283,477
Schöneberg,108.7,3,1955,5,1,0,0,7,280,1237
Westend,46.7,1,1894,5,1,0,0,6,585,656
Charlottenburg,64.5,2,1955,3,1,0,0,7,302,971
Mitte,51.4,1,2001,0,0,0,1,5,734,955
Charlottenburg,72.4,2,1955,5,0,0,0,6,203,1028
Friedrichshain,44.4,1,1955,0,1,0,0,4,60,791
Lichtenberg,60.5,1,2018,1,0,0,1,8,315,773
Charlottenburg,77.8,2,2001,6,0,0,1,4,,1284
Schöneberg,43.4,1,1955,3,1,0,1,7,196,541
Wedding,49.1,1,2018,1,1,0,1,4,400,784
Wedding,56.6,2,1955,3,0,0,1,7,71,574
Prenzlauer Berg,36.7,1,,0,1,0,1,7,408,657
Prenzlauer Berg,54.9,2,,1,1,0,0,7,118,861
Lichtenberg,68.2,2,1894,5,1,0,1,5,92,818
Westend,,2,1955,1,1,0,0,,338,704
Wedding,58.3,2,1894,5,0,0,1,7,85,756
Lichtenberg,64.5,2,1955,3,1,0,0,6,39,671
Wedding,50.0,1,1894,3,1,0,,6,449,676
Friedrichshain,85.7,1,2001,4,1,0,,,131,1926
Schöneberg,115.4,3,1894,3,1,1,1,5,,2173
Friedrichshain,54.0,2,1894,0,0,0,0,5,258,960
Westend,78.9,2,2018,6,0,0,0,6,337,1304
Lichtenberg,59.1,2,2001,,0,0,0,4,632,767
Schöneberg,75.2,2,2018,4,1,0,,5,431,1667
Prenzlauer Berg,121.6,3,1955,3,1,0,0,7,490,1670
Tiergarten,79.7,2,1894,3,1,0,0,5,477,1796
Lichtenberg,32.0,1,1955,2,1,0,0,7,181,323
Friedrichshain,77.9,2,1955,5,0,0,0,4,417,1335
Tiergarten,106.4,3,1894,1,,0,0,5,146,2298
Mitte,59.5,2,2018,4,1,0,1,5,418,1192
Tiergarten,96.8,2,2001,4,1,0,1,5,248,2022
Prenzlauer Berg,49.3,1,2001,3,0,0,1,6,290,795
Schöneberg,35.9,1,1955,0,1,0,1,3,904,616
Charlottenburg,68.8,2,2001,2,0,0,1,5,463,1073
Tiergarten,,1,1894,0,0,0,0,3,193,690
Friedrichshain,59.1,1,2018,3,0,0,1,6,70,1276
Prenzlauer Berg,108.8,3,1955,4,,0,0,7,345,1348
Tiergarten,30.3,1,1894,3,1,0,1,1,80,830
Wedding,39.0,1,1894,4,1,0,0,5,981,481
Mitte,43.0,1,2001,2,0,0,1,5,296,761
Charlottenburg,63.4,2,2018,2,0,1,1,6,589,1247
Prenzlauer Berg,56.2,1,2018,3,1,0,1,2,98,1414
Prenzlauer Berg,113.8,3,2001,1,1,0,1,5,454,1932
Tiergarten,95.2,2,2018,5,1,0,1,7,675,1878
Friedrichshain,79.2,2,2001,5,1,0,1,5,481,1402
Lichtenberg,68.9,2,1955,2,1,0,0,6,558,800
Tiergarten,76.1,2,2001,5,1,0,1,5,425,1546
Schöneberg,46.0,1,1894,0,0,0,1,8,230,673
Prenzlauer Berg,91.6,3,1894,0,1,0,1,2,152,1766
Charlottenburg,41.7,1,1955,1,1,0,0,3,174,698
Prenzlauer Berg,90.8,2,1894,2,1,1,0,5,,1638
Wedding,104.5,3,2018,1,1,0,1,5,373,1553
Wedding,70.7,2,2018,3,0,0,1,6,718,1034
Mitte,60.6,2,1955,4,1,,0,4,202,954
Charlottenburg,76.3,2,2001,3,1,0,1,4,535,1607
Mitte,20.7,1,1955,2,1,0,0,6,142,301
Prenzlauer Berg,73.4,2,1894,0,1,0,0,4,263,1308
Wedding,62.1,2,1955,1,0,0,,6,222,639
Mitte,63.7,2,1894,4,1,0,1,6,922,1090
Charlottenburg,86.2,2,1955,4,1,0,0,3,164,1409
Lichtenberg,63.1,2,1894,0,1,0,0,6,495,940
Tiergarten,41.2,1,1894,0,1,0,0,7,433,777
Prenzlauer Berg,61.4,1,1894,4,1,,0,7,107,870
Wedding,66.8,2,2018,1,1,0,1,1,724,1201
Friedrichshain,68.1,2,1894,3,0,0,,5,781,1076
Tiergarten,69.3,2,1955,4,1,0,0,8,374,1105
Friedrichshain,98.5,3,1955,4,1,0,1,6,329,1792
Lichtenberg,42.1,1,1955,3,1,0,0,4,58,514
Tiergarten,69.7,1,1955,2,0,0,1,4,92,1438
Friedrichshain,108.9,2,1894,4,1,0,0,6,,1772
Tiergarten,32.5,1,2001,4,0,0,0,7,146,611
Friedrichshain,69.8,2,1955,5,1,1,1,8,589,1105
Westend,51.4,1,2001,3,0,0,1,7,89,659
Mitte,56.0,2,1955,5,0,0,1,5,81,931
Schöneberg,45.3,1,1955,4,1,1,0,6,464,690
Schöneberg,60.7,1,1955,0,1,0,0,3,412,981
Wedding,135.8,3,1894,1,1,0,,3,354,1960
Tiergarten,39.2,1,1955,4,0,0,0,2,537,874
Lichtenberg,40.7,1,1894,0,0,1,0,8,189,454
Westend,38.6,1,1955,4,1,1,0,3,230,564
Friedrichshain,129.7,4,2001,2,1,0,1,5,403,2802
Wedding,54.0,1,1894,1,1,0,1,5,372,683
Lichtenberg,64.3,1,1894,3,1,0,0,5,157,723
Mitte,55.3,1,2001,6,,0,1,5,656,1016
Lichtenberg,44.6,1,1955,5,1,0,0,1,110,619
Prenzlauer Berg,59.2,2,2001,2,1,0,1,5,245,1150
Westend,150.0,4,2018,0,0,0,1,5,118,2332
Lichtenberg,113.4,3,2018,6,0,0,0,7,1281,1639
Charlottenburg,46.2,1,1955,5,0,0,1,6,336,671
Wedding,84.2,2,,3,1,0,0,7,138,1013
Charlottenburg,46.6,1,2001,4,0,1,1,5,223,833
Wedding,31.9,1,2001,3,1,0,0,3,399,560
Westend,97.7,2,2001,0,1,0,1,5,586,1487
Mitte,103.4,3,1955,0,1,0,1,8,151,1364
Prenzlauer Berg,98.8,3,1894,0,0,0,0,4,808,1962
Charlottenburg,53.9,1,1894,5,1,1,0,4,326,1055
Friedrichshain,60.8,1,1894,0,0,0,0,8,467,967
Tiergarten,87.7,2,1894,3,0,0,1,8,210,1745
Charlottenburg,76.0,2,2018,2,0,0,1,3,420,1684
Tiergarten,55.5,1,1894,0,0,0,1,7,197,1108
Friedrichshain,34.0,1,2001,6,0,0,1,5,,644
Wedding,68.0,1,2018,0,1,0,1,5,602,1125
Wedding,100.1,3,1955,5,1,0,1,5,449,1228
Wedding,40.3,1,1955,4,0,0,0,8,,400
Charlottenburg,83.9,2,2001,5,1,0,,4,579,1622
Lichtenberg,74.2,2,1894,0,1,0,0,7,389,830
Schöneberg,87.7,2,1955,5,0,0,1,1,48,1518
Friedrichshain,92.1,2,2001,4,1,0,1,6,291,1779
Friedrichshain,49.2,1,2001,2,,0,1,6,593,937
Wedding,34.0,2,2001,4,1,0,1,6,977,487
Friedrichshain,52.5,1,2018,2,0,0,1,8,126,1074
Schöneberg,92.8,3,1955,1,1,0,0,6,566,1358
Lichtenberg,52.3,2,2001,2,1,0,1,,325,670
Tiergarten,49.2,1,2001,3,0,0,1,4,107,1147
Tiergarten,31.4,1,2001,4,1,0,1,8,116,670
Lichtenberg,131.0,4,2001,1,1,0,0,5,131,1631
Schöneberg,90.4,2,2001,1,1,0,1,5,77,1771
Friedrichshain,88.4,3,2018,6,1,0,1,5,98,1791
Lichtenberg,95.7,2,1955,3,1,0,1,5,334,1189
Lichtenberg,81.9,1,2001,6,1,0,1,6,47,1065
Schöneberg,58.9,1,1894,1,0,0,,5,153,897
Westend,60.9,2,1955,1,1,,1,4,235,766
Charlottenburg,54.8,1,2001,1,1,0,,8,154,927
Tiergarten,150.0,4,2001,3,1,0,1,8,87,2649
Schöneberg,81.2,2,1955,4,1,0,0,5,317,1046
Charlottenburg,54.0,1,1955,3,1,0,0,8,151,776
Westend,78.3,2,1955,1,0,0,0,5,162,1105
Wedding,43.4,1,1894,5,0,0,0,5,280,534
Tiergarten,118.7,3,1894,3,1,0,0,8,492,2283
Schöneberg,49.9,2,2018,2,0,0,1,6,184,906
Mitte,79.4,2,1894,0,1,0,1,7,193,1335
Lichtenberg,99.6,3,2018,3,1,0,1,5,103,1630
Mitte,75.8,2,1894,3,0,0,0,5,588,1315
Westend,67.5,1,2001,6,1,0,1,3,321,1174
Schöneberg,65.3,1,,1,1,0,0,8,562,735
Prenzlauer Berg,63.5,2,2001,1,0,0,1,,626,1047
Westend,51.6,2,2001,6,1,0,1,5,182,862
Wedding,54.3,2,2001,3,1,0,1,3,533,883
Schöneberg,117.5,2,2018,0,1,0,1,6,345,2070
Wedding,62.2,1,1955,0,0,0,0,5,196,825
Lichtenberg,47.5,1,1894,2,0,0,1,7,171,616
Prenzlauer Berg,52.9,1,1894,3,0,0,0,5,314,870
Schöneberg,100.9,3,2001,1,1,0,1,3,373,1690
Tiergarten,85.2,2,1955,2,0,0,1,1,34,1855
Wedding,81.3,2,1955,4,1,0,0,4,220,965
Schöneberg,58.6,2,1955,5,1,0,1,6,361,821
Prenzlauer Berg,81.8,2,1955,2,1,0,1,7,426,1061
Friedrichshain,50.2,1,2001,2,0,0,1,5,279,871
Lichtenberg,58.6,1,2001,2,1,0,1,5,416,681
Prenzlauer Berg,95.8,,2001,0,1,0,0,4,171,1759
Wedding,92.2,2,2001,0,1,0,1,7,409,1025
Friedrichshain,43.9,1,2018,5,1,0,0,8,369,774
Lichtenberg,46.2,1,1955,0,0,,1,6,620,521
Friedrichshain,67.9,1,2018,5,0,0,0,3,836,1427
Mitte,129.7,4,1894,1,1,0,1,5,630,2236
Lichtenberg,30.2,1,2001,4,0,0,0,,252,331
Lichtenberg,72.7,2,2001,6,1,0,1,4,109,976
Mitte,37.5,1,1955,4,0,0,0,6,153,572
Prenzlauer Berg,50.4,1,1894,,1,0,0,8,821,668
Wedding,56.2,1,1955,1,1,0,1,7,327,625
Lichtenberg,54.9,1,1955,3,1,0,,6,380,597
Charlottenburg,52.5,1,2018,4,1,0,0,5,562,1030
Schöneberg,65.2,2,1955,2,1,0,0,,312,898
Wedding,52.5,1,1894,0,1,0,0,5,696,711
Wedding,36.2,1,1955,5,0,0,0,7,97,394
Wedding,88.8,2,,1,1,0,1,5,440,1045
Schöneberg,87.8,2,1894,5,1,0,0,,995,1348
Friedrichshain,91.1,2,1955,5,1,0,0,8,734,1260
Lichtenberg,35.1,1,1955,0,1,0,1,5,764,410
Lichtenberg,73.3,2,1894,4,1,0,1,4,87,1039
Wedding,85.2,3,1955,3,1,0,0,2,365,1126
Friedrichshain,43.0,1,1955,1,0,0,1,7,283,613
Mitte,65.2,2,2001,5,1,0,1,6,152,1175
Wedding,62.0,1,1955,0,0,0,,4,369,728
Tiergarten,,3,1894,1,1,0,0,7,110,2596
Lichtenberg,140.4,3,2018,6,1,0,1,8,416,1765
Charlottenburg,33.4,1,1955,4,1,0,0,7,142,518
Wedding,150.0,3,1894,0,0,0,0,6,401,2223
Lichtenberg,45.1,1,2001,1,0,0,0,8,158,477
Prenzlauer Berg,96.2,2,1894,1,1,0,1,7,241,1511
Charlottenburg,95.8,2,2001,0,1,0,0,3,223,2017
Westend,,1,2001,1,1,0,1,8,279,570
Schöneberg,79.2,1,2018,4,1,0,1,,301,1376
Prenzlauer Berg,,1,2018,0,0,0,1,8,224,1137
Westend,81.1,1,1894,1,1,0,1,7,129,1135
Lichtenberg,71.3,1,2001,2,1,0,0,6,648,925
Prenzlauer Berg,104.9,3,1894,5,,0,1,5,311,1897
Mitte,67.0,2,2001,6,0,0,1,1,,1582
Charlottenburg,60.8,2,1955,5,0,0,0,4,224,942
Prenzlauer Berg,100.8,2,1894,2,1,0,1,6,1307,1520
Friedrichshain,82.0,2,1894,3,1,0,0,7,331,1308
Friedrichshain,87.1,2,1894,3,1,0,1,1,671,2079
Wedding,49.8,1,,5,1,0,0,4,244,730
Charlottenburg,42.8,1,1894,,1,0,1,6,453,705
Lichtenberg,51.8,2,2018,6,1,0,1,4,270,913
Mitte,50.7,1,1955,3,1,0,0,3,599,896
Friedrichshain,89.0,2,,6,1,0,1,3,,2030
Wedding,96.0,,2001,5,1,1,1,6,115,1430
Lichtenberg,61.1,1,2001,5,1,0,1,6,374,909
Charlottenburg,115.2,3,1955,3,1,0,0,7,626,1695
Mitte,112.4,3,2018,2,1,0,1,5,276,2412
Friedrichshain,71.6,1,2001,4,0,0,1,3,201,1458
Schöneberg,46.8,1,2001,2,0,0,1,7,97,697
Prenzlauer Berg,122.1,3,2018,4,1,0,1,8,632,1952
Mitte,63.4,1,1955,1,1,0,1,5,147,964
Tiergarten,68.4,2,1955,4,1,0,1,7,222,1218
Prenzlauer Berg,56.7,1,2018,3,1,0,1,7,218,967
Lichtenberg,45.5,1,1955,4,1,0,0,8,294,431
Westend,36.1,1,2001,1,0,0,0,5,450,521
Prenzlauer Berg,83.7,,1894,4,1,0,0,3,1063,1516
Friedrichshain,47.5,1,1894,4,1,0,0,3,386,943
Mitte,150.0,4,1955,0,0,0,0,7,97,2421
Charlottenburg,42.1,1,1894,2,1,1,0,7,282,736
Wedding,39.3,1,2018,4,1,0,1,5,391,716
Lichtenberg,79.7,2,1894,5,1,1,1,2,704,1204
Lichtenberg,119.8,3,2001,5,0,0,1,,649,1897
Lichtenberg,66.7,2,1894,2,1,1,1,6,274,861
Lichtenberg,81.7,2,2018,2,1,0,1,8,325,1013
