district,size_sqm,rooms,year_built,floor,balcony,rooftop_terrace,elevator,energy_class,distance_to_U_Sbahn_m,monthly_rent_eur
Friedrichshain,79.1,2.0,,2.0,0.0,0.0,1.0,5.0,738.0,1361.0
Wedding,50.7,1.0,2001.0,1.0,1.0,0.0,1.0,6.0,,729.0
Tiergarten,34.5,1.0,1894.0,4.0,1.0,0.0,0.0,1.0,116.0,798.0
Lichtenberg,48.3,1.0,1894.0,0.0,0.0,0.0,1.0,6.0,604.0,577.0
Friedrichshain,63.6,1.0,2001.0,3.0,0.0,0.0,0.0,7.0,102.0,1173.0
Wedding,103.6,3.0,2001.0,2.0,1.0,0.0,1.0,1.0,306.0,1772.0
Lichtenberg,42.9,1.0,,0.0,0.0,0.0,1.0,7.0,381.0,474.0
Lichtenberg,62.8,,1894.0,0.0,0.0,,0.0,7.0,,810.0
Wedding,85.2,2.0,1955.0,3.0,0.0,0.0,1.0,3.0,,1252.0
Wedding,25.1,1.0,2001.0,2.0,0.0,0.0,1.0,7.0,24.0,327.0
Westend,98.3,2.0,1894.0,0.0,,0.0,0.0,7.0,25.0,1345.0
Wedding,40.5,1.0,1894.0,0.0,1.0,0.0,,5.0,803.0,543.0
Friedrichshain,74.2,,1894.0,4.0,1.0,0.0,0.0,4.0,66.0,1484.0
Schöneberg,71.7,2.0,1955.0,4.0,0.0,0.0,0.0,4.0,946.0,1004.0
Schöneberg,100.3,3.0,1894.0,3.0,1.0,0.0,0.0,6.0,650.0,1378.0
Lichtenberg,81.0,2.0,2001.0,5.0,1.0,0.0,1.0,4.0,136.0,1381.0
Prenzlauer Berg,25.1,1.0,2018.0,0.0,1.0,0.0,1.0,5.0,37.0,442.0
Prenzlauer Berg,47.5,2.0,1894.0,4.0,0.0,0.0,0.0,8.0,324.0,663.0
Westend,68.7,2.0,2001.0,5.0,1.0,0.0,1.0,6.0,199.0,1030.0
Mitte,60.1,2.0,1894.0,1.0,1.0,0.0,0.0,6.0,747.0,1081.0
Friedrichshain,78.7,2.0,1894.0,3.0,1.0,0.0,0.0,8.0,378.0,1226.0
Prenzlauer Berg,89.1,2.0,,5.0,1.0,0.0,1.0,1.0,309.0,1856.0
Prenzlauer Berg,82.9,2.0,1955.0,3.0,0.0,0.0,0.0,4.0,259.0,1259.0
Mitte,59.7,2.0,2018.0,1.0,0.0,0.0,1.0,6.0,515.0,1217.0
Charlottenburg,31.1,1.0,1955.0,3.0,1.0,0.0,1.0,5.0,287.0,489.0
Charlottenburg,54.2,1.0,,4.0,1.0,0.0,0.0,3.0,1074.0,1006.0
Charlottenburg,76.8,2.0,1955.0,0.0,0.0,0.0,0.0,7.0,63.0,940.0
Charlottenburg,42.0,1.0,1894.0,3.0,1.0,0.0,1.0,2.0,237.0,959.0
Wedding,83.7,2.0,2018.0,3.0,0.0,,1.0,5.0,463.0,1320.0
Charlottenburg,93.5,3.0,,2.0,1.0,0.0,1.0,6.0,,1662.0
Lichtenberg,68.4,2.0,1955.0,0.0,1.0,0.0,1.0,6.0,1072.0,729.0
Lichtenberg,20.0,1.0,1955.0,0.0,1.0,0.0,0.0,5.0,163.0,213.0
Prenzlauer Berg,39.0,1.0,2001.0,5.0,1.0,0.0,1.0,1.0,10.0,867.0
Charlottenburg,138.2,3.0,2001.0,5.0,1.0,0.0,1.0,7.0,615.0,2282.0
Schöneberg,52.2,1.0,1894.0,2.0,0.0,0.0,0.0,8.0,364.0,715.0
Wedding,29.4,1.0,1894.0,5.0,1.0,0.0,0.0,5.0,619.0,357.0
Westend,106.5,3.0,1894.0,5.0,1.0,0.0,0.0,1.0,405.0,2012.0
Wedding,65.3,1.0,1955.0,3.0,0.0,0.0,,6.0,19.0,788.0
Schöneberg,101.1,3.0,1955.0,3.0,0.0,0.0,0.0,5.0,424.0,1384.0
Westend,,2.0,1894.0,5.0,1.0,0.0,0.0,4.0,162.0,1124.0
Charlottenburg,78.1,2.0,1955.0,3.0,1.0,1.0,0.0,4.0,237.0,1410.0
Wedding,75.2,2.0,,5.0,,0.0,0.0,4.0,279.0,861.0
Mitte,85.9,2.0,1894.0,5.0,1.0,0.0,0.0,5.0,102.0,1756.0
Wedding,150.0,4.0,2018.0,1.0,0.0,0.0,1.0,4.0,157.0,2466.0
Lichtenberg,95.9,2.0,1955.0,3.0,1.0,0.0,0.0,7.0,541.0,945.0
Friedrichshain,34.5,1.0,1955.0,4.0,1.0,0.0,1.0,5.0,540.0,535.0
Westend,77.7,2.0,1955.0,4.0,0.0,0.0,0.0,5.0,55.0,1036.0
Friedrichshain,102.6,2.0,1894.0,2.0,1.0,0.0,0.0,3.0,368.0,2067.0
Wedding,105.2,2.0,2018.0,6.0,1.0,0.0,1.0,7.0,,1556.0
Friedrichshain,54.8,2.0,1955.0,2.0,1.0,0.0,1.0,2.0,339.0,1043.0
Lichtenberg,103.6,,1955.0,2.0,0.0,0.0,0.0,4.0,384.0,1114.0
Friedrichshain,94.2,2.0,2018.0,1.0,0.0,0.0,1.0,6.0,60.0,1923.0
Lichtenberg,150.0,4.0,2001.0,2.0,1.0,1.0,1.0,6.0,727.0,2059.0
Wedding,48.2,1.0,2001.0,6.0,0.0,0.0,1.0,7.0,111.0,605.0
Schöneberg,53.1,2.0,1894.0,4.0,1.0,1.0,1.0,5.0,227.0,1085.0
Wedding,57.5,1.0,1894.0,4.0,1.0,0.0,0.0,5.0,587.0,816.0
Wedding,53.4,1.0,2001.0,6.0,1.0,0.0,1.0,4.0,907.0,854.0
Lichtenberg,45.5,1.0,,1.0,1.0,0.0,0.0,6.0,243.0,599.0
Mitte,21.5,1.0,2001.0,4.0,1.0,0.0,1.0,5.0,1254.0,431.0
Schöneberg,54.6,1.0,2001.0,2.0,0.0,0.0,1.0,5.0,349.0,905.0
Friedrichshain,75.3,2.0,1894.0,5.0,1.0,0.0,0.0,1.0,319.0,1545.0
Westend,53.4,,1894.0,2.0,0.0,0.0,0.0,8.0,127.0,613.0
Friedrichshain,141.0,4.0,1955.0,5.0,0.0,0.0,1.0,2.0,231.0,2252.0
Schöneberg,65.3,2.0,1894.0,4.0,1.0,0.0,1.0,4.0,373.0,1168.0
Schöneberg,108.9,3.0,2001.0,5.0,1.0,1.0,1.0,8.0,,1581.0
Prenzlauer Berg,72.2,1.0,2001.0,6.0,1.0,0.0,1.0,6.0,452.0,1304.0
Schöneberg,90.5,,1955.0,4.0,1.0,1.0,1.0,6.0,211.0,1345.0
Wedding,72.7,2.0,,2.0,1.0,0.0,1.0,6.0,798.0,1005.0
Wedding,112.4,3.0,1955.0,3.0,,1.0,0.0,3.0,327.0,1518.0
Prenzlauer Berg,66.5,2.0,2001.0,3.0,0.0,0.0,1.0,7.0,311.0,1140.0
Schöneberg,79.3,2.0,1894.0,0.0,1.0,0.0,0.0,4.0,,1430.0
Lichtenberg,75.3,2.0,2001.0,4.0,1.0,0.0,1.0,8.0,503.0,885.0
Friedrichshain,57.9,2.0,2001.0,3.0,1.0,0.0,1.0,4.0,297.0,1109.0
Friedrichshain,76.4,2.0,1894.0,2.0,0.0,0.0,0.0,6.0,246.0,1362.0
Friedrichshain,150.0,3.0,1955.0,0.0,1.0,0.0,1.0,5.0,85.0,2345.0
Westend,,2.0,2018.0,3.0,1.0,,1.0,3.0,89.0,960.0
Prenzlauer Berg,76.9,2.0,1894.0,3.0,1.0,0.0,1.0,5.0,403.0,1346.0
Wedding,107.5,3.0,2001.0,0.0,1.0,0.0,1.0,7.0,879.0,1529.0
Westend,102.6,2.0,2018.0,4.0,1.0,0.0,1.0,4.0,262.0,1756.0
Charlottenburg,65.3,2.0,2018.0,1.0,0.0,0.0,1.0,8.0,260.0,1122.0
Lichtenberg,25.1,,1955.0,0.0,1.0,0.0,0.0,4.0,508.0,291.0
Wedding,79.9,2.0,2001.0,2.0,1.0,1.0,1.0,6.0,709.0,1233.0
Charlottenburg,26.8,1.0,2018.0,2.0,1.0,0.0,1.0,6.0,195.0,555.0
Charlottenburg,117.0,3.0,1955.0,5.0,1.0,1.0,0.0,5.0,121.0,1887.0
Charlottenburg,69.6,2.0,1894.0,0.0,0.0,1.0,,6.0,291.0,1093.0
Friedrichshain,97.0,2.0,1894.0,2.0,1.0,0.0,1.0,6.0,447.0,1556.0
Friedrichshain,45.3,2.0,2001.0,5.0,0.0,0.0,1.0,6.0,25.0,870.0
Lichtenberg,34.9,1.0,1955.0,1.0,1.0,0.0,1.0,5.0,219.0,376.0
Prenzlauer Berg,72.1,2.0,1894.0,5.0,0.0,0.0,1.0,6.0,268.0,1153.0
Prenzlauer Berg,64.1,2.0,1955.0,4.0,0.0,0.0,1.0,5.0,240.0,995.0
Wedding,53.4,2.0,2001.0,6.0,1.0,0.0,1.0,2.0,77.0,840.0
Schöneberg,67.2,1.0,1955.0,5.0,0.0,0.0,0.0,3.0,219.0,1001.0
Lichtenberg,150.0,,2018.0,0.0,1.0,0.0,1.0,6.0,271.0,2290.0
Wedding,90.8,2.0,2001.0,3.0,0.0,0.0,1.0,8.0,140.0,1024.0
Prenzlauer Berg,98.9,2.0,2018.0,5.0,1.0,0.0,1.0,1.0,375.0,2129.0
Charlottenburg,91.1,2.0,2018.0,0.0,1.0,0.0,1.0,5.0,562.0,1800.0
Lichtenberg,117.5,2.0,1894.0,2.0,1.0,0.0,0.0,4.0,577.0,1703.0
Wedding,60.2,2.0,2001.0,4.0,0.0,0.0,1.0,6.0,172.0,891.0
Lichtenberg,28.6,1.0,1894.0,4.0,0.0,0.0,0.0,6.0,441.0,331.0
Friedrichshain,60.3,,2018.0,2.0,1.0,0.0,1.0,6.0,414.0,1172.0
Lichtenberg,89.9,2.0,1894.0,5.0,0.0,1.0,1.0,6.0,1013.0,1241.0
Westend,44.1,1.0,2001.0,4.0,,1.0,1.0,7.0,443.0,570.0
Friedrichshain,60.6,1.0,2001.0,0.0,1.0,0.0,1.0,2.0,462.0,1366.0
Schöneberg,49.3,1.0,1894.0,1.0,1.0,0.0,1.0,5.0,644.0,796.0
Wedding,118.5,3.0,2001.0,6.0,1.0,0.0,,4.0,97.0,1945.0
Tiergarten,87.7,2.0,1894.0,0.0,1.0,1.0,0.0,8.0,321.0,1872.0
Prenzlauer Berg,84.4,2.0,1955.0,0.0,1.0,0.0,1.0,7.0,917.0,1094.0
Wedding,83.3,2.0,1955.0,2.0,0.0,0.0,0.0,3.0,930.0,1072.0
Charlottenburg,64.0,2.0,1955.0,5.0,1.0,,1.0,4.0,219.0,1010.0
Prenzlauer Berg,70.3,1.0,1955.0,4.0,0.0,0.0,0.0,5.0,900.0,989.0
Prenzlauer Berg,40.5,1.0,2018.0,1.0,1.0,0.0,1.0,8.0,247.0,711.0
Charlottenburg,27.1,1.0,1955.0,2.0,1.0,0.0,0.0,3.0,385.0,444.0
Lichtenberg,69.0,2.0,1955.0,5.0,1.0,0.0,0.0,6.0,64.0,761.0
Wedding,74.0,2.0,2018.0,1.0,1.0,0.0,1.0,5.0,773.0,1244.0
Friedrichshain,105.4,3.0,2001.0,4.0,1.0,0.0,1.0,6.0,237.0,2186.0
Lichtenberg,121.9,4.0,1894.0,2.0,1.0,0.0,0.0,6.0,79.0,1504.0
Lichtenberg,121.8,3.0,2018.0,5.0,1.0,1.0,1.0,4.0,277.0,2036.0
Charlottenburg,43.6,1.0,1894.0,4.0,0.0,0.0,1.0,7.0,16.0,618.0
Wedding,56.5,1.0,1955.0,4.0,1.0,0.0,1.0,3.0,492.0,846.0
Friedrichshain,78.8,2.0,1955.0,0.0,1.0,0.0,1.0,7.0,677.0,1243.0
Lichtenberg,150.0,3.0,2001.0,3.0,1.0,0.0,1.0,4.0,124.0,2154.0
Westend,117.5,3.0,,4.0,1.0,0.0,0.0,6.0,120.0,1615.0
Westend,101.7,3.0,1894.0,2.0,0.0,0.0,0.0,,466.0,1442.0
Friedrichshain,55.7,1.0,2001.0,4.0,1.0,0.0,1.0,6.0,508.0,1096.0
Lichtenberg,45.7,1.0,1894.0,3.0,0.0,0.0,1.0,4.0,179.0,638.0
Tiergarten,89.1,2.0,1955.0,2.0,0.0,0.0,0.0,6.0,141.0,1716.0
Mitte,41.9,1.0,2001.0,0.0,1.0,0.0,1.0,1.0,596.0,982.0
Friedrichshain,59.1,1.0,2001.0,6.0,1.0,0.0,1.0,5.0,71.0,1305.0
Wedding,62.1,1.0,,4.0,1.0,0.0,0.0,7.0,209.0,811.0
Mitte,122.9,4.0,,5.0,0.0,0.0,1.0,5.0,137.0,2199.0
Lichtenberg,56.4,2.0,2018.0,2.0,1.0,1.0,1.0,5.0,461.0,799.0
Westend,24.5,1.0,1955.0,1.0,1.0,0.0,0.0,6.0,148.0,303.0
Tiergarten,,2.0,1894.0,1.0,1.0,1.0,1.0,5.0,652.0,2013.0
Tiergarten,49.1,1.0,1894.0,0.0,1.0,0.0,0.0,7.0,202.0,878.0
Tiergarten,66.1,2.0,1955.0,1.0,1.0,0.0,0.0,5.0,403.0,1244.0
Westend,62.8,1.0,2018.0,2.0,1.0,0.0,,8.0,150.0,926.0
Wedding,58.3,2.0,1894.0,5.0,1.0,0.0,0.0,7.0,348.0,755.0
Mitte,89.2,2.0,1894.0,1.0,0.0,0.0,0.0,5.0,168.0,1524.0
Wedding,35.2,1.0,1955.0,3.0,1.0,0.0,,5.0,114.0,407.0
Tiergarten,52.9,1.0,1894.0,3.0,1.0,0.0,0.0,6.0,506.0,1092.0
Wedding,85.5,2.0,1894.0,2.0,1.0,1.0,0.0,6.0,146.0,1109.0
Lichtenberg,50.8,1.0,2018.0,6.0,0.0,1.0,1.0,4.0,149.0,718.0
Wedding,34.2,1.0,2001.0,0.0,1.0,0.0,0.0,4.0,325.0,571.0
Wedding,84.9,2.0,1894.0,5.0,,0.0,,3.0,369.0,1280.0
Wedding,101.9,2.0,1955.0,4.0,1.0,0.0,1.0,7.0,110.0,1301.0
Tiergarten,63.8,2.0,1894.0,1.0,0.0,0.0,0.0,6.0,435.0,1297.0
Mitte,29.7,1.0,1894.0,4.0,1.0,,1.0,4.0,157.0,605.0
Friedrichshain,86.2,3.0,1955.0,2.0,0.0,0.0,0.0,5.0,84.0,1397.0
Schöneberg,33.5,1.0,1955.0,5.0,1.0,0.0,0.0,7.0,234.0,428.0
Wedding,73.5,2.0,2001.0,0.0,0.0,0.0,1.0,8.0,231.0,909.0
Westend,45.6,,2018.0,0.0,,1.0,0.0,4.0,409.0,781.0
Lichtenberg,40.9,1.0,,3.0,1.0,0.0,1.0,4.0,1039.0,514.0
Friedrichshain,54.5,1.0,2018.0,6.0,1.0,0.0,1.0,5.0,321.0,1139.0
Wedding,60.4,1.0,1955.0,0.0,1.0,0.0,0.0,6.0,451.0,758.0
Mitte,50.2,1.0,1894.0,4.0,1.0,0.0,,3.0,62.0,933.0
Charlottenburg,82.3,2.0,2001.0,6.0,,0.0,,4.0,673.0,1371.0
Wedding,54.4,1.0,1894.0,2.0,0.0,0.0,0.0,7.0,266.0,662.0
Lichtenberg,96.2,2.0,1955.0,5.0,1.0,0.0,0.0,5.0,91.0,1066.0
Westend,72.7,2.0,2001.0,5.0,1.0,0.0,1.0,4.0,656.0,1209.0
Tiergarten,49.2,2.0,1894.0,1.0,0.0,0.0,0.0,5.0,275.0,1059.0
Westend,46.0,1.0,2018.0,5.0,1.0,0.0,1.0,3.0,583.0,873.0
Tiergarten,33.6,,1894.0,4.0,1.0,0.0,0.0,5.0,1115.0,668.0
Lichtenberg,73.0,2.0,2001.0,0.0,1.0,0.0,0.0,5.0,70.0,1062.0
Wedding,56.4,1.0,1894.0,3.0,1.0,0.0,0.0,3.0,152.0,867.0
Friedrichshain,25.2,1.0,1894.0,3.0,1.0,0.0,0.0,2.0,512.0,522.0
Friedrichshain,52.5,1.0,1955.0,4.0,1.0,0.0,0.0,7.0,290.0,779.0
Friedrichshain,45.3,2.0,2018.0,5.0,1.0,0.0,0.0,7.0,19.0,883.0
Lichtenberg,122.1,3.0,1894.0,2.0,1.0,0.0,1.0,1.0,213.0,1827.0
Prenzlauer Berg,32.9,1.0,2018.0,2.0,0.0,0.0,1.0,6.0,242.0,526.0
Wedding,36.5,1.0,,1.0,0.0,0.0,1.0,3.0,275.0,555.0
Westend,101.3,2.0,1955.0,0.0,1.0,0.0,0.0,7.0,147.0,1244.0
Schöneberg,111.8,3.0,1955.0,3.0,1.0,0.0,0.0,7.0,793.0,1232.0
Friedrichshain,48.2,2.0,1894.0,5.0,1.0,0.0,0.0,6.0,62.0,866.0
Lichtenberg,50.5,1.0,2018.0,0.0,0.0,0.0,1.0,6.0,387.0,784.0
Charlottenburg,83.2,2.0,1955.0,4.0,1.0,0.0,0.0,5.0,181.0,1182.0
Schöneberg,25.6,1.0,2001.0,4.0,1.0,0.0,1.0,4.0,170.0,453.0
Wedding,30.9,1.0,1955.0,1.0,0.0,0.0,0.0,5.0,722.0,354.0
Westend,58.1,2.0,1955.0,,1.0,0.0,0.0,3.0,232.0,919.0
Lichtenberg,120.8,3.0,2001.0,1.0,1.0,0.0,1.0,6.0,389.0,1698.0
Friedrichshain,54.6,1.0,2018.0,4.0,1.0,0.0,1.0,,537.0,1098.0
Schöneberg,67.7,1.0,2001.0,2.0,0.0,0.0,1.0,4.0,300.0,1193.0
Prenzlauer Berg,102.3,3.0,1955.0,,1.0,0.0,1.0,6.0,729.0,1747.0
Prenzlauer Berg,150.0,4.0,2001.0,2.0,0.0,0.0,1.0,7.0,82.0,2234.0
Friedrichshain,51.6,1.0,2001.0,0.0,1.0,0.0,1.0,6.0,407.0,962.0
Friedrichshain,64.6,2.0,1955.0,0.0,1.0,1.0,1.0,5.0,1046.0,1196.0
Charlottenburg,134.7,3.0,2001.0,2.0,1.0,0.0,1.0,7.0,382.0,2155.0
Charlottenburg,35.4,1.0,1955.0,2.0,0.0,0.0,1.0,1.0,47.0,722.0
Prenzlauer Berg,98.0,2.0,2001.0,5.0,1.0,0.0,1.0,6.0,417.0,1607.0
Westend,,,2018.0,3.0,,0.0,1.0,5.0,815.0,662.0
Westend,67.7,2.0,2018.0,,0.0,0.0,1.0,4.0,215.0,1112.0
Prenzlauer Berg,59.0,2.0,2001.0,1.0,1.0,0.0,1.0,8.0,213.0,949.0
Prenzlauer Berg,44.3,1.0,2001.0,3.0,1.0,0.0,1.0,5.0,497.0,744.0
Mitte,43.9,1.0,2001.0,2.0,0.0,0.0,1.0,5.0,434.0,846.0
Schöneberg,72.6,2.0,1894.0,4.0,,0.0,0.0,4.0,309.0,1210.0
Charlottenburg,96.8,2.0,1955.0,5.0,0.0,0.0,0.0,8.0,156.0,1131.0
Tiergarten,61.7,1.0,1894.0,2.0,1.0,0.0,1.0,7.0,196.0,1148.0
Prenzlauer Berg,66.8,2.0,1894.0,3.0,1.0,0.0,1.0,2.0,117.0,1313.0
Prenzlauer Berg,81.7,1.0,2018.0,5.0,0.0,0.0,1.0,6.0,41.0,1537.0
Mitte,44.1,1.0,2018.0,1.0,1.0,0.0,1.0,3.0,674.0,990.0
Schöneberg,87.4,2.0,1955.0,3.0,0.0,0.0,0.0,6.0,516.0,1158.0
Schöneberg,90.2,2.0,1894.0,1.0,1.0,0.0,1.0,5.0,480.0,1433.0
Wedding,150.0,3.0,2001.0,4.0,0.0,0.0,1.0,3.0,474.0,2392.0
Westend,55.9,2.0,1955.0,4.0,1.0,0.0,0.0,5.0,249.0,747.0
Westend,54.1,1.0,2001.0,0.0,1.0,0.0,1.0,8.0,222.0,702.0
Charlottenburg,88.4,3.0,2018.0,1.0,1.0,0.0,1.0,5.0,92.0,1836.0
Wedding,90.2,2.0,1955.0,0.0,1.0,0.0,1.0,2.0,548.0,1223.0
Schöneberg,52.5,1.0,1894.0,0.0,1.0,0.0,1.0,8.0,1468.0,760.0
Prenzlauer Berg,55.3,1.0,1894.0,0.0,0.0,0.0,0.0,3.0,404.0,999.0
Westend,80.7,,1894.0,4.0,1.0,0.0,0.0,5.0,605.0,1365.0
Charlottenburg,46.7,1.0,1955.0,5.0,1.0,0.0,1.0,5.0,606.0,717.0
Schöneberg,55.2,2.0,1894.0,2.0,1.0,0.0,,4.0,852.0,925.0
Wedding,67.4,2.0,1894.0,5.0,0.0,0.0,0.0,4.0,138.0,870.0
Lichtenberg,96.8,2.0,1894.0,4.0,1.0,0.0,1.0,3.0,63.0,1272.0
Lichtenberg,51.0,1.0,1894.0,4.0,1.0,0.0,0.0,2.0,345.0,712.0
Schöneberg,31.1,1.0,2001.0,5.0,0.0,0.0,1.0,5.0,268.0,536.0
Schöneberg,30.2,1.0,1894.0,1.0,1.0,0.0,1.0,7.0,1385.0,469.0
Wedding,39.3,1.0,2018.0,3.0,1.0,0.0,0.0,3.0,119.0,673.0
Charlottenburg,38.4,1.0,1894.0,3.0,0.0,0.0,1.0,6.0,1036.0,605.0
Wedding,61.1,2.0,1894.0,3.0,1.0,1.0,0.0,5.0,270.0,843.0
Prenzlauer Berg,40.4,1.0,1894.0,4.0,0.0,0.0,1.0,2.0,106.0,705.0
Friedrichshain,49.1,2.0,2001.0,0.0,0.0,0.0,1.0,5.0,908.0,891.0
Friedrichshain,47.7,1.0,1894.0,4.0,1.0,0.0,0.0,4.0,140.0,828.0
Wedding,54.5,1.0,1955.0,4.0,1.0,0.0,1.0,6.0,607.0,704.0
Tiergarten,110.3,3.0,1894.0,0.0,1.0,0.0,0.0,5.0,353.0,2609.0
Charlottenburg,84.7,3.0,2018.0,2.0,1.0,0.0,1.0,6.0,1033.0,1419.0
Charlottenburg,65.4,1.0,,5.0,1.0,0.0,0.0,8.0,702.0,983.0
Friedrichshain,54.1,1.0,1955.0,0.0,1.0,0.0,1.0,,264.0,964.0
Charlottenburg,54.7,1.0,2018.0,1.0,1.0,0.0,1.0,8.0,911.0,965.0
Wedding,74.1,2.0,1894.0,4.0,0.0,0.0,1.0,4.0,442.0,982.0
Tiergarten,82.1,2.0,1894.0,1.0,1.0,,0.0,2.0,316.0,2087.0
Wedding,45.2,1.0,2001.0,4.0,0.0,0.0,1.0,4.0,347.0,675.0
Lichtenberg,66.0,2.0,1894.0,5.0,0.0,0.0,1.0,7.0,624.0,806.0
Charlottenburg,28.8,1.0,1894.0,2.0,0.0,0.0,,6.0,253.0,430.0
Friedrichshain,70.7,2.0,1955.0,2.0,0.0,0.0,1.0,8.0,197.0,893.0
Westend,88.2,2.0,1894.0,2.0,0.0,0.0,0.0,6.0,159.0,1198.0
Friedrichshain,58.1,2.0,2018.0,2.0,1.0,0.0,1.0,5.0,400.0,1162.0
Charlottenburg,134.4,3.0,2001.0,2.0,1.0,0.0,1.0,7.0,170.0,2416.0
Lichtenberg,45.7,1.0,1955.0,3.0,0.0,0.0,0.0,8.0,631.0,372.0
Lichtenberg,70.9,,1894.0,5.0,0.0,0.0,1.0,7.0,248.0,779.0
Wedding,64.1,2.0,2001.0,6.0,0.0,0.0,1.0,5.0,468.0,851.0
Charlottenburg,62.4,2.0,2001.0,6.0,0.0,0.0,1.0,7.0,730.0,980.0
Wedding,62.1,1.0,1894.0,0.0,1.0,0.0,1.0,4.0,869.0,903.0
Wedding,67.8,2.0,2018.0,2.0,1.0,0.0,1.0,7.0,369.0,997.0
Prenzlauer Berg,91.2,2.0,1955.0,4.0,1.0,0.0,0.0,8.0,34.0,1223.0
Westend,112.8,3.0,2001.0,3.0,1.0,0.0,1.0,6.0,37.0,1747.0
Tiergarten,64.9,2.0,1894.0,2.0,1.0,0.0,0.0,4.0,619.0,1395.0
Mitte,90.1,3.0,1894.0,1.0,0.0,0.0,1.0,3.0,131.0,2051.0
Schöneberg,49.1,1.0,2001.0,0.0,1.0,0.0,1.0,8.0,239.0,796.0
Friedrichshain,88.3,2.0,2001.0,2.0,1.0,0.0,1.0,7.0,685.0,1535.0
Friedrichshain,,1.0,1955.0,2.0,0.0,0.0,1.0,6.0,200.0,732.0
Wedding,100.5,3.0,1894.0,2.0,1.0,0.0,0.0,8.0,92.0,1131.0
Lichtenberg,150.0,3.0,2001.0,3.0,0.0,0.0,1.0,5.0,245.0,2023.0
Schöneberg,61.9,1.0,1894.0,1.0,1.0,0.0,1.0,7.0,537.0,853.0
Wedding,27.0,1.0,1955.0,1.0,0.0,0.0,0.0,4.0,196.0,311.0
Lichtenberg,52.2,1.0,2001.0,6.0,1.0,0.0,1.0,4.0,484.0,638.0
Friedrichshain,106.4,3.0,1894.0,2.0,1.0,0.0,0.0,5.0,96.0,1881.0
Prenzlauer Berg,81.1,2.0,1894.0,1.0,1.0,0.0,0.0,5.0,155.0,1444.0
Prenzlauer Berg,71.8,2.0,1894.0,3.0,1.0,,0.0,5.0,248.0,1174.0
Friedrichshain,97.3,2.0,2018.0,3.0,1.0,0.0,1.0,7.0,749.0,1881.0
Wedding,78.9,2.0,1894.0,3.0,0.0,0.0,0.0,2.0,,1186.0
Prenzlauer Berg,105.8,2.0,2001.0,1.0,0.0,0.0,1.0,6.0,192.0,1613.0
Prenzlauer Berg,93.9,3.0,2018.0,5.0,1.0,0.0,1.0,3.0,193.0,1993.0
Friedrichshain,119.5,3.0,2001.0,1.0,0.0,0.0,1.0,7.0,484.0,2177.0
Friedrichshain,75.0,2.0,1955.0,5.0,0.0,0.0,1.0,4.0,574.0,1297.0
Lichtenberg,93.4,2.0,1955.0,2.0,0.0,0.0,0.0,6.0,726.0,1049.0
Tiergarten,57.5,2.0,1955.0,2.0,1.0,0.0,1.0,6.0,1145.0,1149.0
Mitte,51.1,1.0,1955.0,2.0,1.0,0.0,0.0,5.0,402.0,876.0
Charlottenburg,128.6,3.0,2018.0,2.0,0.0,0.0,1.0,4.0,172.0,2485.0
Prenzlauer Berg,70.9,2.0,2001.0,4.0,1.0,0.0,1.0,2.0,277.0,1394.0
Schöneberg,89.7,2.0,1955.0,2.0,1.0,0.0,0.0,5.0,138.0,1464.0
Prenzlauer Berg,68.3,2.0,1955.0,0.0,0.0,0.0,0.0,4.0,348.0,1050.0
Friedrichshain,51.4,2.0,2018.0,3.0,1.0,0.0,0.0,3.0,160.0,1188.0
Mitte,65.3,2.0,1894.0,1.0,0.0,0.0,0.0,6.0,723.0,1028.0
Wedding,115.4,3.0,2001.0,0.0,1.0,0.0,1.0,4.0,,1719.0
Westend,81.2,2.0,1894.0,5.0,0.0,0.0,0.0,4.0,886.0,1237.0
Westend,32.8,1.0,2001.0,2.0,0.0,0.0,1.0,5.0,560.0,488.0
Westend,,1.0,2001.0,4.0,0.0,0.0,0.0,5.0,524.0,835.0
Wedding,132.6,3.0,1955.0,1.0,0.0,0.0,1.0,5.0,92.0,1545.0
Tiergarten,59.7,1.0,1894.0,2.0,,0.0,1.0,6.0,483.0,1272.0
Charlottenburg,31.6,1.0,2001.0,2.0,1.0,,1.0,6.0,1128.0,580.0
Schöneberg,138.6,4.0,1955.0,0.0,0.0,0.0,1.0,5.0,224.0,2027.0
Charlottenburg,85.4,2.0,1955.0,5.0,0.0,0.0,0.0,5.0,648.0,1307.0
Wedding,63.2,2.0,1955.0,1.0,1.0,,0.0,4.0,67.0,732.0
Prenzlauer Berg,56.0,1.0,1955.0,3.0,1.0,1.0,1.0,6.0,120.0,888.0
Wedding,100.2,2.0,2001.0,3.0,1.0,0.0,0.0,5.0,293.0,1515.0
Lichtenberg,52.3,2.0,1894.0,2.0,1.0,0.0,0.0,7.0,195.0,591.0
Schöneberg,102.9,3.0,1955.0,3.0,0.0,0.0,,6.0,158.0,1480.0
Lichtenberg,80.7,2.0,2018.0,3.0,1.0,0.0,1.0,6.0,196.0,1194.0
Schöneberg,71.7,2.0,1894.0,0.0,1.0,0.0,0.0,5.0,445.0,1203.0
Lichtenberg,68.9,1.0,1955.0,4.0,1.0,0.0,0.0,8.0,653.0,680.0
Charlottenburg,60.6,2.0,2001.0,0.0,1.0,0.0,1.0,5.0,473.0,1183.0
